Income Group,Region,1.01 Established business ownership (GEM),1.02 Total early-stage entrepreneurial activity (GEM),1.03 Political and operational stability (GII),1.04 Government effectiveness (GII),1.05 Policies for doing business (GII),1.06 Property Rights (IEF),1.07 Government Integrity (IEF),1.08 Labor Freedom (IEF),1.09 Trade freedom (IEF),1.10 Corruption Perceptions Index (TI),1.11 ICT regulatory environment (NRI),1.12 Regulation of emerging technologies (NRI),1.13 New business density (WB),1.14 Tax administration as a major constraint (WB),1.15 Tax rates as a major constraint (WB),2.01a Graduates in science & engineering (%) (GII),2.01b Researchers/Professionals engaged in R&D per million population (GII),2.01c ICT skills in the education system (NRI),2.02a GERD as a % GDP (UNESCO),2.02b GERD financed by business enterprise (NRI),2.02c GERD performed by business enterprise (NRI),2.02d R&D expenditure by governments and higher education (NRI),2.03a Mobile and internet banking transactions per 1000 adults (IMF),2.03b Robot density (NRI),2.03c Secure Internet servers (NRI),2.03d Fablabs per million population (Fablabs.io),2.04a Computer software spending (NRI),2.04b University-industry research collaborations (GII),"2.04c Trade, Diversification & Market Scale (GII)",2.05aTertiary inbound mobility (GII),2.05b QS university ranking (GII),"2.05c Research talent, % in businesses (GII)",2.05d Scientific and technical articles/bn PPP$ GDP (GII),2.05e. GitHub commit pushes received (GII),3.01a Entrepreneurship perceived capabilities (GEM),3.01b % school grads in tertiary education (GII),3.02a Ease of Access to Entrepreneurial Finance (GEM),3.02b Credit (GII),"3.02c Market capitalization, % GDP (GII)","3.02d Venture capital recipients, deals/bn PPP$ GDP (GII)","3.02e Venture capital received, value, % GDP (GII)",3.03a Bancarization (WB),3.03b Electricity access,3.03c Commercial and proffesional infrastructure (GEM),3.03d Physical infrastructure (GEM),"3.03e Electricity output, GWh/mn pop (GII)",3.03f Access to technology (NRI),"3.04a Balance of trade, % GDP (WB)",3.04b Domestic Market Scale (GII),3.05a Entrepreneurial intentions (GEM),3.05b Fear of failure (GEM),3.05c Entrepreneurship as a Good Career choice (GEM),3.05d High Status to Successful Entrepreneurs (GEM),3.05e Business Freedom (IEF),4.01 Economic Complexity Index (ECI),4.02 State of cluster development and depth (GII),4.03 Attracting and retaining talent (WTR),4.04 Foreign highly skilled personnel (WTR),5.01 Social Progress Index (SPI),5.02 Environmental performance (GII),5.03 Population below international poverty line (SDG 1 - No poverty),5.04 Prevalence of undernourishment (SDG 2 - Zero Hunger),5.05 Proportion of urban population living in slums (SDG 11 - Sustainable Cities and Communities),6.01 GDP per capita (IMF),6.02 Adjusted GDP growth per capita (SDG 8 - Decent Jobs and Economic Growth),6.03 Unemployment rate of population 15 years of age and older (SDG 8 - Decent Jobs and Economic Growth),6.04 Annual growth rate of GDP (WB),6.05 FDI inward flow as % of GDP (UNCTAD),SDG Index Score,International Spillovers Score
High income,Middle East & North Africa,0.27007227190361843,0.29,0.7272727272999999,0.5275750755,0.7032737732,0.752,0.49200000000000005,0.457,0.762,0.52,0.8392000000000001,0.5553,0.4877993294365851,,,1.0,0.03683893,0.713,0.2798130572710074,0.39299999999999996,0.0179,0.1195,,,0.435,0.6046346694475127,0.0475,0.5147363,0.5917127,0.07621383245999999,0.1013333333,0.00026310004,0.1726493505,0.00752008641,0.44580754858735844,0.2864252,0.33209647495361777,0.3039093017459345,0.07707079,0.01711858,0.005820959999999999,,1.0,-0.014613778705636805,-0.03505843071786325,0.3767595,0.6894,0.8115383388243453,0.03115424,0.9582004017487888,0.9178949029509232,0.7169454225352114,0.5675844450752202,0.45259605964950456,0.11670368655234886,0.6245954,,,0.46736865605000744,0.307,,0.8061499999999999,,0.7330696733288815,0.49132,0.8985000000000001,0.03092276687,0.4120674628668579,0.691949721861472,0.8567954545454546
Lower middle income,South Asia,,,0.5636363636,0.37942707249999996,0.5479168097,0.29,0.268,0.516,0.6579999999999999,0.28,0.8471,0.5158,-0.0507409101119632,0.30231008440693014,0.283681569684715,,0.04235399,0.5236999999999999,0.11273935238536285,,,0.2007,0.3856570928821816,,0.34340000000000004,0.12479257088466747,0.2728,0.5503199999999999,0.5318094,,0.295,,0.303450958,0.00927781864,,0.056120340000000005,,0.1410651527212464,,0.05632386,0.014083030000000002,-0.25396825396825395,0.5754527966531064,,,0.02892635,0.6342,0.31533840269527924,0.2586676,,,,,0.10645477304887326,0.5517399576404367,0.5606489,,,0.06105819318350931,0.24600000000000002,0.93375,0.6950400000000001,0.57778,0.12605530752387745,0.54173,0.85433,0.06487086774,0.060637127368201406,0.5933826176470588,0.9941618181818181
Upper middle income,Latin America & Caribbean,0.4888614806689354,1.01,0.7090909091,0.5124405094,0.4761511882,0.568,0.387,0.61,0.785,0.36,0.7706000000000001,0.43420000000000003,0.7244847195408101,0.9575744113727231,1.0610349734142142,,,0.2692,0.11434880698989093,0.018500000000000003,0.0002,0.0316,0.9065495504990098,,0.5822999999999999,0.8340649214047001,0.1754,0.35738010000000003,0.39121490000000003,,0.039,,0.07228106779,0.018452067949999998,0.6551829810791041,,0.22077922077922082,0.3309964075007293,0.093926,0.03329392,0.06597691,0.126984126984127,0.9431755379188475,0.5281837160751569,0.5993322203672787,0.1333051,0.5464,0.7693323607566237,0.0280429,0.7783981251723188,0.25764557361527557,0.41456866197183095,0.3047402781720126,0.6550560574725153,0.7317889864790111,0.4650381,,,0.624138016569926,0.505,0.98884,0.8227,0.76333,0.6471644743760352,0.38579,0.56024,0.1533587393,0.2594201002670183,0.6399915749299719,0.6914999999999999
Upper middle income,Latin America & Caribbean,,,0.6363636364,0.396688751,0.4621258577,0.46799999999999997,0.301,0.395,0.772,0.3,0.5861999999999999,0.1605,-0.3036746898141753,0.6865837405597511,0.9472028757582567,,0.0162236,0.1243,0.0990493323594302,0.0024,0.0,0.0784,0.696524104573938,,0.4918,0.7959486014014386,0.0436,0.2683758,0.37931289999999995,,0.0,,0.02747449151,0.013009298879999999,,,,0.17513422668612472,,,,0.2698412698412699,1.0,,,0.32364109999999996,0.4817,0.5648928123775656,0.02059216,,,,,0.6202242298900619,0.14806170736552754,0.404986,,,0.49862330703973784,0.409,0.9920100000000001,0.78251,,0.40512876526651787,0.59447,0.73831,0.04102413415,0.02701892941521917,0.6743481504201679,0.9506981818181818
Upper middle income,Latin America & Caribbean,,,0.6181818182,0.4458787614,0.4645512104,0.514,0.385,0.583,0.812,0.36,0.8353,0.23420000000000002,0.6999923028836865,0.4533540648600621,0.6491425147906837,,,0.2544,0.12589045079689645,,,0.047599999999999996,,0.0,0.4885,0.9159778366134925,0.214,0.3272279,0.6440998,,0.1806666667,,0.07620333221,0.03672566595,,,,0.5149248194821606,0.1598645,0.0016151499999999999,0.02209469,0.3174603174603174,0.9881330032046184,,,0.07753035999999999,0.6137,0.6021307476715096,0.1000746,,,,,0.6920648742788721,0.3290331121575675,0.4281013,-0.07165472421263117,0.46393310497682855,0.5417844917398422,0.39799999999999996,0.9783700000000001,0.7943300000000001,0.63222,0.4557145253802811,0.44401,0.85421,0.1334950908,0.22771626492673983,0.7192809138655463,0.9646127272727273
Lower middle income,East Asia & Pacific,,,0.6181818182,0.5101346964,0.3943998019,0.46399999999999997,0.344,0.575,0.7440000000000001,0.33,0.7118000000000001,0.2553,0.03631059529160069,0.5977343402932029,0.6985696098255074,0.45127290000000003,0.01829978,0.4379,,0.4693,0.0151,0.0666,,0.0085,0.3779,0.6188010067773344,0.2059,0.44390860000000004,0.6778248000000001,,0.203,,0.02906126982,0.02082922227,,0.2174718,,0.09275340289442183,0.2782449,0.04776191,0.07322758,0.22222222222222224,0.9455506961434598,,,0.04685625,0.5539999999999999,0.23911231787245127,0.2193787,,,,,0.5462065962773481,0.4856602815490462,0.4659388,0.5149141809698382,0.36721740882530723,0.46141538919482045,0.289,0.9381499999999999,0.77778,0.50778,0.30324553476689053,0.55299,0.92732,0.057031559679999996,0.2277645162966738,0.6663834112978523,0.9721018181818182
High income,Europe & Central Asia,0.819705834732701,-0.15888888888888894,0.7636363636,0.5781138803,0.270916899,0.727,0.602,0.5539999999999999,0.7859999999999999,0.56,0.8765000000000001,0.40259999999999996,0.5062738740609055,0.28454020435362054,0.3420954092713247,0.3368134,0.37678910000000004,0.4911,0.7411631728110226,0.627,0.2311,0.363,0.8941338309085612,0.0931,0.8086,0.6800361317990716,0.24239999999999998,0.3714729,0.7367252999999999,0.1023154922,0.305,0.6198304281,0.39446799140000005,0.2028617762,0.46478775776508047,0.45056310000000005,0.14656771799628943,0.2220955205277885,0.1023715,0.03712046,0.017989679999999997,0.9365079365079364,1.0,0.11064718162839274,0.2654424040066778,0.1998858,0.7609,0.6196595637572981,0.31608529999999996,-0.03317381543187994,0.32297617169007437,0.20638204225352128,0.30360488220266807,0.7356046587569389,0.8767487214201967,0.45899700000000004,0.0016663889351774346,0.191920209550675,0.7766904797340874,0.506,0.99972,0.9409000000000001,1.0,0.6843095428929931,0.82213,0.90898,0.06847713362,0.3122843850821503,0.8053674131652662,0.8090866666666666
High income,Europe & Central Asia,,,0.8363636364,0.7174509973000001,0.49528423949999995,0.899,0.67,0.551,0.7859999999999999,0.62,0.9412,0.7368000000000001,0.7837138658872961,0.01577076854731217,-0.2300606605257248,0.6203929,0.5978034999999999,0.6981999999999999,0.7861610669567408,0.6455,0.2419,0.5872999999999999,0.7709007768301508,0.1207,0.7985,0.9598422933934864,0.5595,0.5552355,0.6622889000000001,0.2587480267,0.309,0.5033089077,0.7583122524,0.19220399359999998,,0.4418844,,0.40111273062049563,0.1086139,0.1480688,0.03053251,0.888888888888889,1.0,,,0.2477099,0.7474,0.46246052925809344,0.08259758,,,,,0.7660825078915858,1.1060558020191817,0.5311946,0.2782869521746375,0.5304251460809994,0.8902986555539019,0.504,0.99614,0.9409000000000001,1.0,0.7460020635421032,0.6603,0.78366,0.05482391708,0.2700189542290109,0.7922642689075629,0.6907008333333333
High income,Middle East & North Africa,0.23852814708775794,0.24555555555555553,0.7636363636,0.6926480105999999,0.7453037897999999,0.7120000000000001,0.583,0.526,0.816,0.63,0.6667000000000001,0.7315999999999999,0.8156287879800873,,,0.3923392,0.06470739,0.8314,0.5316506636293191,0.114,0.016200000000000003,0.4018,,,0.4844,1.0830674109935314,0.2926,0.6682911,0.5304013,1.0,0.1356666667,0.1935908474,0.1849931659,0.01687673293,0.6779196899899168,0.11547919999999999,0.6660482374768089,0.4952383358820331,0.36744720000000003,0.00632964,0.00168345,,1.0,0.7787056367432152,0.6327212020033387,0.864055,0.7602,1.1488847722418656,0.059571860000000004,0.9026645397613139,0.4902477513018779,0.7514964788732394,0.9093386318478569,0.4656579949929246,0.07190700710578136,0.547519,0.751541409765039,0.9998992544831755,0.43685816341717504,0.33,,0.9723400000000001,,1.0210735397718036,0.64929,1.0,0.01590756954,-0.04879144122402873,0.6678473801247773,0.677175
Upper middle income,Europe & Central Asia,0.737317018756177,0.13888888888888892,0.7090909091,0.4495217815,0.3218609492,0.81,0.47200000000000003,0.6509999999999999,0.7859999999999999,0.45,0.9059,0.4816,0.8144703007070905,0.23567303420701896,0.30165505878828724,0.6633054,0.1078747,0.5147999999999999,0.419493654876054,0.6751999999999999,0.0726,0.1685,,0.0479,0.7956,0.4957388782115819,0.235,0.39544609999999997,0.6684808,0.1509158186,0.0,0.3301422341,0.2119369518,0.09909296549,0.2649024298621958,0.3270979,0.33209647495361777,0.3049527428798678,0.03588317,0.03517438,0.0025840800000000003,0.5079365079365079,1.0,0.6534446764091861,0.365609348914858,0.1392945,0.6828,0.39626877028207785,0.145197,0.10212099728228763,0.17243175003945094,0.4942341549295775,0.47107578768095376,0.659410035920322,0.7799865820534014,0.4647595,0.2982836193967673,0.22012895426153542,0.6953291660465347,0.56,0.9803000000000001,0.9409000000000001,0.84,0.6391923658986602,0.8823400000000001,0.83445,0.05100128197,0.25736375275356954,0.7772115385154064,0.9049545454545457
Upper middle income,Europe & Central Asia,,,0.6363636364,0.504220884,0.4208719333,0.306,0.28,0.5770000000000001,0.6940000000000001,0.29,0.4882,0.4947,0.5796369698875831,0.7532207907596624,0.6386579794802666,0.7402055,0.3112066,0.6302,0.6714372320437101,0.36119999999999997,0.1632,0.3887,0.9872984135214875,0.0115,0.758,0.5773038628049557,0.266,0.4654622,0.8859604,0.1319341051,0.4786666667,0.5672036437,0.1403128543,0.1092911719,-0.0417465746653751,0.5697760000000001,,0.1856113224287407,0.1600075,0.0034121800000000003,0.01707246,0.8412698412698413,1.0,,,0.3679753,0.8068000000000001,0.7721752991996965,1.0,0.10133325455906102,0.17274735679343542,0.5838028169014083,0.401248935566279,0.30020681397627064,0.6595733700534698,0.4905794,,,0.573783301086471,0.375,0.9998600000000001,0.9409000000000001,,0.6247780767113688,0.82782,0.83378,0.047495841,0.18193452597908735,0.7407416540616247,0.8543945454545455
Low income,Sub-Saharan Africa,,,0.7636363636,0.5707110612999999,0.7459781169999999,0.611,0.527,0.428,0.5,0.53,0.8392000000000001,0.46049999999999996,0.5703258978615297,0.9442470013327409,0.9247360143787914,0.11703010000000001,0.00509425,0.3787,,0.0073,0.0115,0.5034000000000001,0.287690819365476,,0.35159999999999997,0.4366860506842566,0.0417,0.34626690000000004,0.265412,0.09646690772,0.0,,0.2736499595,0.01211789007,,0.0146755,,0.08856380825646815,0.1157094,0.3259296,0.11172739999999999,,0.0791821606338786,,,0.00238757,0.43,0.14746726178308106,0.00488852,,,,,0.23489713725917039,,0.44701009999999997,,,0.0823907327479286,0.32799999999999996,0.34545000000000003,0.16785,0.51,-0.010573398015633614,0.58655,0.96075,0.1088451916,0.16904755009711087,0.5941567283691255,0.9889236363636366
High income,Middle East & North Africa,0.8132365365798347,0.6233333333333334,0.5272727273000001,0.5284877258,0.7202479045,0.473,0.496,0.425,0.742,0.53,0.9412,0.7684000000000001,0.2875226361382411,,,0.4686119,0.050430659999999995,0.8195,0.4187641463141118,,,,0.8234266144524355,,0.4336,0.6921337645747352,0.2733,0.5382167,0.6626949999999999,0.1143116637,0.474,,0.2951042344,0.012903801999999999,1.0654322940350742,0.4605894,1.0,0.32371735308731436,0.8924259999999999,0.04791952,0.7063389999999999,0.5873015873015873,1.0,0.8622129436325682,1.03338898163606,0.5511525,0.7432,0.7938560993216947,0.3886271,0.2655776123518059,0.0032665299037400635,1.1273767605633802,1.1545841612262275,0.6702949820398387,0.3397067141340479,0.6570569999999999,0.7715380769871688,0.8649002619383438,0.37286054472391716,0.379,,0.9078,,0.7722754522346651,0.61208,0.7576,0.03240929768,0.19553436340469774,0.6656203871275782,0.7650441666666667
Lower middle income,Sub-Saharan Africa,,,0.7272727272999999,0.4993692818,0.5006549358,0.5660000000000001,0.462,0.54,0.654,0.43,0.8588,0.5605,0.21791825697206166,0.49999999999999994,0.6566314685838388,,,0.5089,,0.0253,0.0003,0.5009,0.19708525715351255,,0.26,0.5879022455433329,0.184,0.42986440000000004,0.3952617,0.1875429532,0.0,,0.1292407714,0.005368626269999999,,0.06867770000000001,,0.287715300542825,,0.1806139,0.5645277,0.3015873015873017,0.4890485272035972,,,0.014390050000000001,0.5092,0.07554841086138249,0.012194370000000001,,,,,0.27190595406552726,0.2718092117810744,0.3975012,,,0.21931587041722472,0.33899999999999997,0.5770000000000001,0.8227,0.68444,0.11179238130134075,0.5799,0.87807,0.06064495968,0.6814179384210316,0.5870338949579833,0.9872027272727273
Upper middle income,Europe & Central Asia,0.05165817527576274,0.23666666666666666,0.6909090909,0.5040028982,0.48997112119999997,0.5870000000000001,0.37799999999999995,0.6809999999999999,0.76,0.38,0.9470999999999999,0.3368,0.5511384933869189,0.9575744113727231,0.7300232157567589,0.7099411999999999,0.2474559,0.5118,0.6432780081160605,0.0255,0.0919,0.5094,0.771480556994276,0.0128,0.7297,0.6376265791615028,0.0358,0.41466430000000004,0.6365343,0.1253581884,0.0,0.1173173387,0.6191280303,0.07615152966,,0.4433552,0.48051948051948046,0.1577601223117226,,,,0.8253968253968255,1.0,0.444676409185804,0.7662771285475792,0.2641281,0.6518999999999999,0.34346904204977613,0.03087596,,,,,0.7247197126374222,0.909442323282761,0.4328773,,,0.6682914124125613,0.439,0.9994500000000001,0.9078,0.96,0.5171993420553068,0.79452,0.60213,0.07549912535,0.5894190233803571,0.7588796769162209,0.8560245454545453
High income,East Asia & Pacific,,,1.0,1.0,0.8903881709,0.94,0.912,0.773,0.95,0.85,0.9353,0.9368000000000001,0.923429263308032,,,0.8767843000000001,0.8360379,0.8964,,0.6837000000000001,0.3025,0.7151000000000001,,1.0,0.9386,0.8725651640354617,0.23420000000000002,0.6877635,0.6237407,,0.6936666667,0.6364091377,0.39162086700000004,1.0,,0.6022438999999999,,0.5025507976798106,0.7013939,1.0,1.0,0.9682539682539683,1.0,,,0.4597312,0.8508,1.3115301455751003,0.13649699999999998,,,,,0.9990203548492435,0.6442216097980352,0.6758107,0.7415430761539744,0.9656457787628451,0.8657414297762565,0.509,0.98843,0.9723400000000001,,1.0113152692165304,0.74071,0.86476,0.07613962615,2.1593767000478614,0.7171921666083098,0.33027272727272733
High income,Europe & Central Asia,0.5703619147513448,0.24555555555555553,0.8363636364,0.6142072699,0.3637834787,0.8420000000000001,0.568,0.647,0.7859999999999999,0.52,0.8726,0.5367999999999999,0.769491197892903,0.9842292314526877,0.8693177563094436,0.42936480000000005,0.3620874,0.5236999999999999,0.613330370726929,0.5403,0.1293,0.33899999999999997,0.6979594743766978,0.21280000000000002,0.8109000000000001,0.7214267623158387,0.25730000000000003,0.3751355,0.5798387,0.2408281861,0.1676666667,0.297563117,0.37843344170000004,0.1485555714,0.10159354672887948,0.29299610000000004,0.6289424860853433,0.3363701265146329,,0.02325206,0.01081202,0.9365079365079364,1.0,0.6534446764091861,0.6327212020033387,0.2532234,0.7272,0.5306450009650798,0.04158563,0.014878490684942309,0.24218084267003326,0.15532570422535225,-0.002100482543286916,0.6790029389354522,0.7052724038197825,0.4462753,0.32494584235960683,0.10930888575458392,0.8044723917249592,0.6,0.9924200000000001,0.90544,1.0,0.7021389849598584,0.6690900000000001,0.77563,0.03014302861,0.004914767059882314,0.7866175414040617,0.7253708333333334
High income,Europe & Central Asia,0.6995362036268472,0.12555555555555553,0.8,0.7482087400999999,0.45994607610000005,0.8859999999999999,0.6459999999999999,0.7440000000000001,0.7859999999999999,0.57,0.9882,0.6420999999999999,0.5963648617087276,0.6532652154597955,0.6521380963079458,0.6481251,0.5653268,0.6095,0.8697166460448961,0.7606999999999999,0.41340000000000005,0.44909999999999994,0.8782677323192483,0.3713,0.8619,0.7705195662424882,0.0818,0.5031443999999999,0.6362496,0.17756845529999998,0.113,0.7408245017999999,0.848191855,0.2855902032,0.43335178631447835,0.5107975,0.5918367346938774,0.28704714470093423,0.053986679999999995,0.07507244,0.013975109999999999,0.9841269841269841,1.0,0.5281837160751569,0.5659432387312188,0.3938892,0.7184999999999999,0.6929337311054361,0.01833797,0.2135865926188507,0.3390721161432856,0.5036971830985915,0.857678115242691,0.7595515402198759,0.7078417317470447,0.47698120000000005,0.4749208465255789,0.11736852710054403,0.876407699558466,0.6729999999999999,0.9990399999999999,0.9409000000000001,1.0,0.7844570923839058,0.75883,0.8744500000000001,0.08211062592,0.2131479595699843,0.7995029614845939,0.6092266666666667
Upper middle income,Sub-Saharan Africa,-0.24916217945901664,0.14777777777777776,0.6181818182,0.5615074949000001,0.32602059840000003,0.425,0.48,0.716,0.7240000000000001,0.44,0.8039000000000001,0.4474,0.9752402193127013,1.0353176366059529,1.059537182655583,0.2987979,0.05400885,0.09759999999999999,,0.513,0.0894,0.419,,0.059699999999999996,0.7642,0.16500074082973698,0.3196,0.4929,0.581016,0.09203076920000001,0.3136666667,,0.288397322,0.028064537879999997,0.6537990074932285,0.1367625,0.29499072356215206,0.31441780811018893,1.0,0.1312686,0.04969809,0.7619047619047619,0.7307476906354172,0.19415448851774528,0.06510851419031728,0.1929862,0.6704000000000001,0.6887316284029811,0.1920713,0.30378313442829574,0.021571721634843055,0.803213028169014,0.7455577632699405,0.5113747686948948,0.7308210440488024,0.4556829,0.08498583569405094,0.38938142252669755,0.5231805328173835,0.37200000000000005,0.63182,0.84634,0.70667,0.4468609880218614,0.4765,0.0,0.04913096682,0.9117238250017309,0.6372276400560224,0.9100027272727274
High income,Europe & Central Asia,0.6074756213673508,0.03666666666666664,0.7454545455,0.6897785056,0.4827985366,0.872,0.669,0.621,0.836,0.61,0.8118000000000001,0.65,0.6030338620450367,0.4955575299866725,0.5652662323073467,0.3828047,0.3557573,0.44670000000000004,0.7464151813149416,0.6072,0.2052,0.4878,0.05147468690140891,0.24789999999999998,0.7963,0.9107440743161616,0.574,0.4364558,0.7623179,0.09806613005,0.44299999999999995,0.462899923,0.5482829234,0.21463927470000002,0.25956424603096145,0.614662,0.33209647495361777,0.4108328418213984,0.2087086,0.1008962,0.12335470000000001,0.9682539682539683,1.0,0.444676409185804,0.5659432387312188,0.26710809999999996,0.7863,0.5729203551584022,0.4449096,0.06293079680176457,0.0846930724317501,0.10250880281690143,0.14323020153278473,0.7443126156525525,1.2066755578829746,0.5902723000000001,0.26162306282286285,0.6412452145879508,0.9051818226918686,0.5660000000000001,0.9904999999999999,0.9409000000000001,1.0,0.7823408864395839,0.54142,0.48701,0.05519594973,0.058566262486059485,0.7989738318250378,0.6694658333333333
Lower middle income,South Asia,,,0.6727272727,0.48190172179999996,0.4326682091,0.516,0.395,0.5579999999999999,0.672,0.37,0.5686,0.41840000000000005,0.32295052044154615,0.6354953354064858,0.6910806560323524,,0.010479609999999999,0.4763,,0.4978,0.013300000000000001,0.047599999999999996,,,0.47479999999999994,0.34992037683452093,0.3292,0.4902221,0.4763271,0.00959079147,0.0,,0.07232484874,0.1053142263,,0.1211533,,0.1306815077271314,0.06954373999999999,0.015272879999999999,0.00162692,0.8253968253968255,1.0,,,0.03534398,0.5493,0.3543330672428539,0.06798588,,,,,0.2914988570806573,0.5773075839014329,0.4964955,,,0.5050726794661903,0.34700000000000003,0.99642,0.8392400000000001,,0.28298093105574856,0.61558,0.825,0.033267638179999996,0.06156212710869295,0.7003327598039216,0.9364718181818183
High income,Europe & Central Asia,0.369496892480983,0.17444444444444443,0.8545454545,0.8672831842,0.6372454960999999,0.966,0.9570000000000001,0.659,0.7859999999999999,0.85,0.8588,0.7920999999999999,0.8988527216379112,0.982007996446024,0.8783045008612298,0.5927621,0.9099644000000001,0.8845999999999999,1.013527169589232,0.772,0.6701999999999999,0.8917,1.0008779466741464,0.4781,0.8295999999999999,0.6096427805238237,0.4971,0.6736146,0.6735194,0.1903539505,0.6096666667,0.8775176791,0.8195689667,0.5121690299,0.2625299037149805,0.5069637,0.8144712430426716,0.5013852073026748,,0.4274895,0.6692520000000001,1.0,1.0,0.6116910229645094,0.7996661101836392,0.7700315000000001,0.7474,0.6425659560648074,0.1351867,0.1686852573949348,0.31792646362632165,,,0.9489496026994664,0.7241987160954778,0.6490405,0.9848358606898848,0.7379609107394722,1.0061393064444115,0.727,0.9915999999999999,0.9409000000000001,1.0,0.932824176644944,0.73756,0.71827,0.05075084725,0.3646121985790419,0.8518927943869857,0.6572541666666667
High income,Europe & Central Asia,0.707275577296791,0.09888888888888889,0.8545454545,0.9321118571,0.9154413540999999,0.9420000000000001,0.9229999999999999,0.605,0.866,0.84,0.9353,0.8946999999999999,0.7463146952412343,,,0.5305221999999999,0.6365841,0.7898999999999999,,0.8001999999999999,0.5581,0.8870999999999999,0.8994089757249905,0.3575,0.9331999999999999,1.000013813028926,0.6291,0.7759979,0.623841,0.4748485214,0.8426666667,0.5885290824,0.8072537885,0.6950877231,0.2560054568101386,0.409875,0.9628942486085341,0.5785693908821198,0.8913231,0.5501661,0.2635272,0.9841269841269841,1.0,1.0709812108559502,1.03338898163606,0.3874017,0.7841,0.8301969384015356,0.150462,0.17459332781913428,0.7348429856398928,-0.1069982394366196,0.5715583309679253,0.9424186350277564,0.7365551709062189,0.7188865,0.9548408598566904,1.2396735845254887,1.0269757404375652,0.659,0.9979300000000001,0.9409000000000001,1.0,1.0460192853684671,0.72437,0.82528,0.042217165769999995,,0.8078588124124652,0.5206058333333333
Lower middle income,Europe & Central Asia,,,0.5636363636,0.344093909,0.5557024479,0.292,0.177,0.436,0.722,0.25,0.0,0.2974,-0.04392606573681607,0.642159040426477,0.7300232157567589,,,0.358,-0.06597761985111489,0.0199,,0.0679,,,0.3608,,0.0658,0.38268030000000003,0.5060730999999999,,0.0,,0.04956238607999999,0.00246308891,,,,0.19153008840215052,,0.08234211999999999,0.02629944,0.03174603174603177,0.9961942978062154,,,0.1076569,0.4328,0.014546286804679707,0.006389209999999999,,,,,0.34374659845433747,0.0583855003328596,0.36388869999999995,,,0.17838716078781544,0.371,0.9863599999999999,,0.7377800000000001,0.01370675662779971,0.72497,0.7166899999999999,0.09200190431,0.0877851942324492,0.6968386622103386,0.9857350000000001
Low income,Sub-Saharan Africa,1.2031957639041828,0.8411111111111113,0.6363636364,0.3482105493,,0.358,0.301,0.519,0.672,0.3,,,0.3783340075697516,0.13793869391381597,0.2582191267879877,,0.00358554,,,,,,0.013905434808431734,,,0.5174317937739583,,,0.1460678,,0.0,,0.1254809339,0.00186659152,1.0929140552403174,0.07813629,-0.07606679035250466,0.3116058011511429,,,,0.20634920634920637,0.20674181436912442,-0.014613778705636805,-0.13522537562604348,0.00306973,,0.2665192689033031,0.00235559,0.8618988538343376,0.3002524854031876,0.9150088028169016,1.0032926483110984,0.22183520191575046,0.1920160973935112,,,,0.06750756560996161,0.34,0.38898000000000005,0.51773,0.40778,0.0011748220017370457,0.5631,0.86638,0.052605949250000006,0.13901086252462205,0.5556538711484594,0.9905654545454545
High income,Latin America & Caribbean,,,0.7090909091,0.5357727106,0.47654660540000005,0.581,0.452,0.648,0.669,0.41,0.8392000000000001,0.11320000000000001,0.7411182473558523,0.8931585961794757,0.9097581067924811,,0.05486937,0.3107,-0.16392068081157726,0.1677,0.0024,0.0462,,,0.46509999999999996,0.841251744032623,,0.3363526,0.22386530000000002,,0.0,0.01343784974,0.1109166446,0.02863387656,,,,0.1555168219748205,,,,,1.0,,,0.321047,0.5383,,0.0059453100000000005,,,,,0.5113747686948948,0.1685528138766491,0.42285829999999996,,,0.6628342511286401,0.478,0.9957300000000001,0.84161,0.9788899999999999,0.7041488685952633,0.5009600000000001,0.84945,-0.0102654016,0.13525472414268047,0.6040815707282915,0.9551271428571428
Lower middle income,Middle East & North Africa,0.8324487133951736,0.5300000000000001,0.6,0.4531041936,0.3456977606,0.618,0.467,0.5579999999999999,0.6629999999999999,0.44,0.7079000000000001,0.4368,,0.582185695246557,0.5038568112034749,0.9749086,0.189153,0.5147999999999999,,0.23399999999999999,0.0317,0.4838,0.2955736583901869,,0.4623,0.7456117939167769,0.2541,0.3380025,0.4273952,0.08194164027999999,0.0,0.06061064386,0.6830941124000001,0.0464615962,,0.1983173,0.10946196660482371,0.2366493306252683,0.074886,0.08199819,0.00576426,0.0,1.0,0.2359081419624219,0.06510851419031728,0.0913678,0.6308,0.2864803228849503,0.026885150000000003,,,,,0.2914988570806573,0.5928702617120948,0.3951555,,,0.5187155826759933,0.40700000000000003,0.9971099999999999,0.92908,0.9111100000000001,0.3167272044292529,0.45948999999999995,0.38154000000000005,0.04322776357,0.12880649498012478,0.70687606302521,0.9392980000000002
